uniprot_acc,Tm,organism,n_measurements
B8ZZW5,53.35,Homo sapiens,1
B8ZZW9,55.86,Homo sapiens,2
B8ZZX2,53.150000000000006,Homo sapiens,2
B8ZZX4,50.31,Homo sapiens,1
B8ZZY2,52.83454545454546,Homo sapiens,11
B8ZZZ9,50.85,Homo sapiens,1
B9A008,48.94,Homo sapiens,2
B9A018,51.90529411764706,Homo sapiens,17
B9A047,50.665000000000006,Homo sapiens,2
B9A054,55.05444444444444,Homo sapiens,9
B9A057,56.74666666666667,Homo sapiens,3
B9A058,52.35,Homo sapiens,1
B9A060,44.6,Homo sapiens,1
B9A064,60.864999999999995,Homo sapiens,2
B9A067,56.13,Homo sapiens,4
B9A071,54.3,Homo sapiens,1
B9DFI7,40.28,Arabidopsis thaliana,1
B9DFK5,36.72,Arabidopsis thaliana,1
B9DFS6,44.52,Arabidopsis thaliana,1
B9DFX7,41.6,Arabidopsis thaliana,1
B9DGD6,45.18,Arabidopsis thaliana,1
B9EGE7,49.2325,Homo sapiens,4
B9EGH5,52.22571428571428,Homo sapiens,7
B9EHD0,54.08,Mus musculus,1
B9EHG7,59.25,Mus musculus,1
B9EHN0,44.915000000000006,Mus musculus,2
B9EHN5,54.69,Mus musculus,1
B9EHY2,53.385000000000005,Mus musculus,2
B9EI21,51.27,Mus musculus,1
B9EI61,53.47,Mus musculus,1
B9EID1,50.43,Mus musculus,2
B9EIE9,54.620000000000005,Mus musculus,2
B9EJ54,48.75,Mus musculus,2
B9EJ80,49.114999999999995,Mus musculus,2
B9EJE7,53.79,Homo sapiens,1
B9EJR8,46.205,Mus musculus,2
B9EJX8,54.345,Mus musculus,2
B9EKL6,50.769999999999996,Mus musculus,2
B9EKS2,48.315,Mus musculus,2
B9EKS7,50.915,Mus musculus,2
B9ZSG9,38.66,Caenorhabditis elegans,1
B9ZVM7,48.605000000000004,Homo sapiens,2
B9ZVN9,57.46,Homo sapiens,4
B9ZVT1,59.245000000000005,Homo sapiens,2
B9ZVU2,61.21,Homo sapiens,2
C0H3V2,56.69,Bacillus subtilis,1
C0H3V8,43.37,Bacillus subtilis,1
C0H3Y1,40.69,Bacillus subtilis,1
C0H405,48.07,Bacillus subtilis,1
C0H437,39.51,Bacillus subtilis,1
C0H453,44.43,Bacillus subtilis,1
C0H5X6,55.292857142857144,Homo sapiens,7
C0H5Y7,54.272000000000006,Homo sapiens,5
C0LGG8,56.7,Arabidopsis thaliana,1
C0LGG9,46.64,Arabidopsis thaliana,1
C0LGQ9,42.58,Arabidopsis thaliana,1
C0P278,46.77,Caenorhabditis elegans,1
C0P283,38.27,Caenorhabditis elegans,1
C0P287,48.68,Caenorhabditis elegans,1
C0SP85,41.18,Bacillus subtilis,1
C0SP86,50.07,Bacillus subtilis,1
C0SP89,42.65,Bacillus subtilis,1
C0SP93,42.68,Bacillus subtilis,1
C0SP94,46.92,Bacillus subtilis,1
C0SP95,47.7,Bacillus subtilis,1
C0SP98,41.88,Bacillus subtilis,1
C0SPA0,51.51,Bacillus subtilis,1
C0SPA5,46.8,Bacillus subtilis,1
C0SPB0,54.06,Bacillus subtilis,1
C0SPB1,50.34,Bacillus subtilis,1
C0SPB4,40.47,Bacillus subtilis,1
C0SPC3,46.85,Bacillus subtilis,1
C0VXV5,41.58,Caenorhabditis elegans,1
C0VXV6,32.69,Caenorhabditis elegans,1
C0Z1Y9,40.96,Caenorhabditis elegans,1
C1IDX9,52.6375,Homo sapiens,8
C1ORF1,49.611828793774315,Homo sapiens,257
C1ORF2,49.73060606060606,Homo sapiens,66
C1ORF3,49.756136363636365,Homo sapiens,44
C1ORF4,47.653333333333336,Homo sapiens,6
C1ORF5,49.40458646616542,Homo sapiens,133
C1ORF6,51.151714285714284,Homo sapiens,35
C1ORF7,49.45076923076923,Homo sapiens,26
C1ORF8,47.54571428571428,Homo sapiens,7
C1ORF9,51.50888888888889,Homo sapiens,9
C1P622,36.21,Caenorhabditis elegans,1
C1P633,40.25,Caenorhabditis elegans,1
C1P639,45.13,Caenorhabditis elegans,1
C1P641,44.8,Caenorhabditis elegans,1
C1P671,54.045,Homo sapiens,2
C2BR91,39.96,Caenorhabditis elegans,1
C2ORF1,49.44,Homo sapiens,14
C2ORF2,48.32592592592592,Homo sapiens,27
C2ORF3,47.46723076923077,Homo sapiens,65
C2ORF4,49.126835443037976,Homo sapiens,79
C2ORF5,47.67057142857143,Homo sapiens,35
C2ORF6,50.66612903225807,Homo sapiens,62
C2ORF7,50.02982456140351,Homo sapiens,57
C3ORF1,50.41969230769231,Homo sapiens,65
C3ORF2,49.81333333333333,Homo sapiens,33
C3ORF3,48.09550724637681,Homo sapiens,69
C3ORF5,50.644571428571425,Homo sapiens,35
C3ORF6,50.79116666666666,Homo sapiens,60
C3ORF7,50.2409375,Homo sapiens,32
C4ALD3,40.23,Caenorhabditis elegans,1
C4AMC7,57.075714285714284,Homo sapiens,14
C4B7M2,51.295,Homo sapiens,2
C4ORF1,47.33758620689655,Homo sapiens,58
C4ORF2,44.952999999999996,Homo sapiens,40
C4ORF3,48.947073170731706,Homo sapiens,41
C4ORF4,48.21941176470588,Homo sapiens,51
C4ORF8,47.7025,Homo sapiens,4
C4PFH5,54.07,Mus musculus,2
C4RVF5,51.66,Caenorhabditis elegans,1
C5IG48,49.64,Danio rerio,1
C5J7W5,48.2,Danio rerio,1
C5ORF2,50.844242424242424,Homo sapiens,33
C5ORF3,51.68555555555555,Homo sapiens,45
C5ORF4,48.19583333333333,Homo sapiens,48
C5ORF5,48.21225806451613,Homo sapiens,31
C5VUK2,38.2,Caenorhabditis elegans,1
C6G496,56.155,Homo sapiens,2
C6GKU9,53.605999999999995,Homo sapiens,5
C6KRK8,48.39,Caenorhabditis elegans,1
C6KRL2,40.28,Caenorhabditis elegans,1
C6ORF1,48.9812669683258,Homo sapiens,221
C6ORF2,47.745000000000005,Homo sapiens,44
C6ORF3,50.900000000000006,Homo sapiens,4
C6ORF4,50.72,Homo sapiens,3
C6ORF5,51.580000000000005,Homo sapiens,3
C6ORF6,50.907916666666665,Homo sapiens,24
C6ORF7,50.743125,Homo sapiens,16
C6ORF8,50.540000000000006,Homo sapiens,11
C7C5T7,63.025000000000006,Homo sapiens,2
C7ORF1,49.6425,Homo sapiens,8
C7ORF2,47.341818181818184,Homo sapiens,132
C7ORF3,50.846666666666664,Homo sapiens,24
C7ORF4,50.51228571428572,Homo sapiens,35
C7ORF5,50.241578947368424,Homo sapiens,19
C7ORF6,46.995999999999995,Homo sapiens,5
C8ORF3,46.79606557377049,Homo sapiens,61
C8ORF4,47.81725,Homo sapiens,40
C8ORF5,51.49851851851852,Homo sapiens,27
C8ORF7,51.223,Homo sapiens,20
C8ORF8,52.108125,Homo sapiens,32
C9IY40,48.973333333333336,Homo sapiens,3
C9IYB5,53.25,Homo sapiens,1
C9IYC4,59.62,Homo sapiens,1
C9IYS5,47.52,Homo sapiens,1
C9IYZ1,47.94571428571429,Homo sapiens,7
C9IZ93,51.87,Homo sapiens,1
C9IZA5,55.438,Homo sapiens,5
C9IZE4,55.63,Homo sapiens,1
C9IZF6,52.265,Homo sapiens,2
C9IZG4,58.37,Homo sapiens,1
C9IZI4,58.38333333333333,Homo sapiens,3
C9IZP5,49.68,Homo sapiens,2
C9IZW8,50.02,Homo sapiens,1
C9IZZ8,51.195,Homo sapiens,2
C9J050,53.989999999999995,Homo sapiens,2
C9J060,51.83,Homo sapiens,1
C9J0A7,52.769999999999996,Homo sapiens,2
C9J0F2,53.67,Homo sapiens,1
C9J0H3,56.49,Homo sapiens,1
C9J0I9,48.166666666666664,Homo sapiens,18
C9J0J7,49.595,Homo sapiens,10
C9J0K6,55.044,Homo sapiens,20
C9J0V9,54.455,Homo sapiens,4
C9J167,44.305,Homo sapiens,2
C9J173,54.765,Homo sapiens,4
C9J191,54.14,Homo sapiens,1
C9J1C6,67.68,Homo sapiens,1
C9J1D9,60.22,Homo sapiens,2
C9J1G2,51.004999999999995,Homo sapiens,2
C9J1J0,53.3,Homo sapiens,2
C9J1K8,60.584999999999994,Homo sapiens,4
C9J1X0,49.86833333333334,Homo sapiens,6
C9J1X3,48.945,Homo sapiens,2
C9J1Z8,51.472500000000004,Homo sapiens,4
C9J212,54.915238095238095,Homo sapiens,21
C9J236,47.0,Homo sapiens,1
C9J240,53.93,Homo sapiens,2
C9J282,45.97,Homo sapiens,1
C9J2F3,51.91,Homo sapiens,1
C9J2P0,49.14875,Homo sapiens,16
C9J2P9,50.41285714285714,Homo sapiens,7
C9J2Q2,55.02666666666667,Homo sapiens,3
C9J2U0,60.045,Homo sapiens,2
C9J2U4,52.585,Homo sapiens,12
C9J2V2,55.806666666666665,Homo sapiens,6
C9J2Y9,51.47727272727273,Homo sapiens,11
C9J366,57.93,Homo sapiens,2
C9J381,53.185,Homo sapiens,4
C9J384,51.041428571428575,Homo sapiens,7
C9J3D2,54.18,Homo sapiens,3
C9J3D7,51.13,Homo sapiens,5
C9J3G2,49.715,Homo sapiens,2
C9J3L7,59.485,Homo sapiens,2
C9J3L8,54.46,Homo sapiens,3
C9J3M4,47.71,Homo sapiens,2
C9J3Q2,51.65,Homo sapiens,1
C9J3R1,52.504999999999995,Homo sapiens,2
C9J3R8,48.87,Homo sapiens,1
C9J3Y0,51.29,Homo sapiens,3
C9J406,57.406666666666666,Homo sapiens,3
C9J470,46.58,Homo sapiens,1
C9J494,48.628571428571426,Homo sapiens,7
C9J4K0,54.17,Homo sapiens,2
C9J4K5,49.14,Homo sapiens,2
C9J4M6,55.315999999999995,Homo sapiens,5
C9J4P9,46.95,Homo sapiens,1
C9J4S7,61.23,Homo sapiens,1
C9J4W5,56.61666666666667,Homo sapiens,3
C9J4X5,51.9,Homo sapiens,1
C9J4Z0,51.769999999999996,Homo sapiens,2
C9J4Z3,55.0075,Homo sapiens,4
C9J519,49.31,Homo sapiens,1
C9J5C3,53.58578947368421,Homo sapiens,19
C9J5D1,52.805,Homo sapiens,2
C9J5J4,48.589999999999996,Homo sapiens,3
C9J5N1,48.82,Homo sapiens,2
C9J5S3,48.06,Homo sapiens,1
C9J5V9,46.370000000000005,Homo sapiens,3
C9J5W6,52.5,Homo sapiens,4
C9J5X1,50.22777777777778,Homo sapiens,9
C9J5X9,55.910000000000004,Homo sapiens,5
C9J652,53.19,Homo sapiens,2
C9J695,53.75666666666666,Homo sapiens,3
C9J6B1,48.57,Homo sapiens,2
C9J6F3,51.405,Homo sapiens,2
C9J6H2,58.040000000000006,Homo sapiens,2
C9J6J1,46.65,Homo sapiens,2
C9J6N3,48.09,Homo sapiens,1
C9J6N5,50.46,Homo sapiens,1
C9J6N9,59.18333333333334,Homo sapiens,6
C9J6P4,48.315,Homo sapiens,2
C9J6Q8,52.24,Homo sapiens,3
C9J6W2,47.644,Homo sapiens,5
C9J710,48.504999999999995,Homo sapiens,2
C9J712,53.158181818181816,Homo sapiens,11
C9J715,52.8,Homo sapiens,1
C9J718,51.315,Homo sapiens,2
C9J719,52.78333333333333,Homo sapiens,3
C9J7B7,53.94,Homo sapiens,1
C9J7E5,50.208888888888886,Homo sapiens,9
C9J7E8,52.84400000000001,Homo sapiens,5
C9J7H8,64.37,Homo sapiens,2
C9J7I2,52.099999999999994,Homo sapiens,2
C9J7K9,57.71333333333333,Homo sapiens,6
C9J7T7,53.64,Homo sapiens,2
C9J7Z4,49.5475,Homo sapiens,4
C9J858,48.72,Homo sapiens,1
C9J867,61.04,Homo sapiens,1
C9J8B6,55.86,Homo sapiens,1
C9J8B8,54.51,Homo sapiens,11
C9J8E1,47.44,Homo sapiens,1
C9J8H5,63.41,Homo sapiens,1
C9J8L0,56.59,Homo sapiens,2
C9J8Q5,58.31857142857143,Homo sapiens,7
C9J8R7,46.82333333333333,Homo sapiens,3
C9J8T0,44.02,Homo sapiens,1
C9J8U1,46.55,Homo sapiens,1
C9J8Z4,50.67,Homo sapiens,1
C9J929,47.949999999999996,Homo sapiens,3
C9J931,46.42,Homo sapiens,1
C9J975,46.51333333333334,Homo sapiens,3
C9J976,56.56,Homo sapiens,1
C9J9B2,57.05,Homo sapiens,1
C9J9J4,48.4,Homo sapiens,1
C9J9K3,51.50681818181818,Homo sapiens,22
C9J9W2,59.46,Human body fluids,1
C9JA07,55.35666666666666,Homo sapiens,3
C9JA08,50.746428571428574,Homo sapiens,14
C9JA28,57.01199999999999,Homo sapiens,15
C9JA69,51.82,Homo sapiens,3
C9JAB2,51.99142857142857,Homo sapiens,7
C9JAB9,49.290000000000006,Homo sapiens,2
C9JAF7,54.2,Homo sapiens,1
C9JAV3,54.35,Homo sapiens,1
C9JAX1,53.988,Homo sapiens,5
C9JAX3,43.4,Homo sapiens,1
C9JB13,53.14666666666667,Homo sapiens,9
C9JB55,55.303333333333335,Homo sapiens,3
C9JB56,53.025000000000006,Homo sapiens,2
C9JBA4,54.41,Homo sapiens,2
C9JBB3,53.11,Homo sapiens,2
C9JBG5,58.08,Homo sapiens,5
C9JBI3,59.61,Homo sapiens,4
C9JBJ6,53.85,Homo sapiens,4
C9JBL1,54.553333333333335,Homo sapiens,3
C9JBM0,67.69,Homo sapiens,1
C9JBT1,49.87,Homo sapiens,1
C9JBY7,50.62,Homo sapiens,5
C9JC99,51.924,Homo sapiens,5
C9JCC6,56.053333333333335,Homo sapiens,9
C9JCD9,52.805,Homo sapiens,2
C9JCN0,54.56,Homo sapiens,1
C9JCR1,46.53,Homo sapiens,1
C9JCU6,50.9,Homo sapiens,2
C9JD32,45.59,Homo sapiens,1
C9JD84,40.17,Homo sapiens,1
C9JDE9,54.515,Homo sapiens,2
C9JDG0,49.14625,Homo sapiens,8
C9JDR0,46.06,Homo sapiens,3
C9JDS9,61.79333333333333,Homo sapiens,3
C9JDZ2,46.295,Homo sapiens,2
C9JE12,54.27583333333333,Homo sapiens,12
C9JE15,54.94,Homo sapiens,1
C9JE69,44.94,Homo sapiens,1
C9JE82,57.43000000000001,Homo sapiens,2
C9JE98,50.535555555555554,Homo sapiens,9
C9JEH7,55.69,Homo sapiens,1
C9JEL3,49.69,Homo sapiens,12
C9JER1,46.76,Homo sapiens,1
C9JEU5,55.19,Human body fluids,1
C9JEV0,62.38,Homo sapiens,1
C9JEV6,48.82,Homo sapiens,1
C9JEX3,57.394999999999996,Homo sapiens,2
C9JEZ4,54.730000000000004,Homo sapiens,2
C9JF17,49.875,Human body fluids,2
C9JF50,54.18,Homo sapiens,1
C9JF58,52.79666666666666,Homo sapiens,6
C9JF66,59.46,Homo sapiens,1
C9JF71,52.33,Homo sapiens,1
C9JFB2,54.01,Homo sapiens,3
C9JFE4,54.439375,Homo sapiens,16
C9JFK9,49.175,Homo sapiens,2
C9JFL5,52.81,Homo sapiens,1
C9JFL8,53.99,Homo sapiens,1
C9JFM5,55.55,Homo sapiens,2
C9JFR7,53.81666666666666,Homo sapiens,6
C9JFR9,51.925,Homo sapiens,2
C9JFW7,50.56,Homo sapiens,2
C9JG41,52.53272727272727,Homo sapiens,11
C9JG63,49.227999999999994,Homo sapiens,5
C9JG87,49.683749999999996,Homo sapiens,8
C9JG97,55.40772727272727,Homo sapiens,22
C9JGB2,47.8425,Homo sapiens,4
C9JGD4,49.010000000000005,Homo sapiens,2
C9JGI3,58.65,Homo sapiens,1
C9JGY1,46.16,Homo sapiens,1
C9JH62,48.76,Homo sapiens,1
C9JH64,50.48,Homo sapiens,1
C9JHB1,51.21,Homo sapiens,1
C9JHK9,47.54,Homo sapiens,1
C9JHL4,55.73,Homo sapiens,1
C9JI98,55.42,Homo sapiens,1
C9JIE4,49.83,Homo sapiens,1
C9JIE5,53.525000000000006,Homo sapiens,2
C9JIF9,59.74272727272727,Homo sapiens,11
C9JIK8,50.370000000000005,Homo sapiens,3
C9JIM0,56.43666666666667,Homo sapiens,3
C9JIS1,49.78,Homo sapiens,5
C9JIW2,45.63,Homo sapiens,1
C9JIY2,55.44,Homo sapiens,1
C9JJ19,51.45666666666667,Homo sapiens,6
C9JJ54,55.84,Homo sapiens,2
C9JJM7,50.7,Homo sapiens,1
C9JJN9,48.977999999999994,Homo sapiens,5
C9JJU1,56.6,Homo sapiens,8
C9JJV6,54.126666666666665,Homo sapiens,9
C9JJX6,51.615,Homo sapiens,2
C9JJZ8,58.89,Homo sapiens,1
C9JK10,53.7625,Homo sapiens,4
C9JK45,50.4,Homo sapiens,1
C9JK89,50.8,Homo sapiens,1
C9JKC7,49.36,Homo sapiens,2
C9JKQ2,50.406666666666666,Homo sapiens,3
C9JKQ7,50.942,Homo sapiens,5
C9JKT3,48.49,Homo sapiens,1
C9JLK0,52.83,Human body fluids,1
C9JLT7,56.4,Homo sapiens,1
C9JLU1,52.60944444444445,Homo sapiens,18
C9JLV4,48.83,Homo sapiens,13
C9JM82,55.255,Homo sapiens,4
C9JME2,48.620000000000005,Homo sapiens,2
C9JMG3,51.9775,Homo sapiens,4
C9JMI8,47.48,Homo sapiens,1
C9JMZ9,48.86,Homo sapiens,1
C9JN15,49.438,Homo sapiens,5
C9JNA8,49.660000000000004,Homo sapiens,5
C9JND4,46.93,Homo sapiens,1
C9JNE2,48.04142857142857,Homo sapiens,21
C9JNG9,51.4,Homo sapiens,1
C9JNI7,53.376666666666665,Homo sapiens,6
C9JNJ4,48.86,Homo sapiens,1
C9JNK1,54.44,Homo sapiens,1
C9JNK6,46.715,Homo sapiens,2
C9JNT3,52.595,Homo sapiens,2
C9JNZ9,58.99,Homo sapiens,1
C9JP00,53.32230769230769,Homo sapiens,13
C9JP16,51.227999999999994,Homo sapiens,10
C9JP32,54.92,Homo sapiens,1
C9JP85,52.6475,Homo sapiens,4
C9JPC9,67.41,Homo sapiens,1
C9JPE1,48.4,Homo sapiens,1
C9JPL0,49.248333333333335,Homo sapiens,6
C9JPM4,50.196666666666665,Homo sapiens,6
C9JPP2,48.36272727272728,Homo sapiens,11
C9JPX5,57.120000000000005,Homo sapiens,2
C9JQ41,61.01875,Homo sapiens,8
C9JQB1,59.250625,Homo sapiens,16
C9JQD1,49.58,Homo sapiens,2
C9JQD4,51.46333333333334,Homo sapiens,9
C9JQE1,52.72666666666667,Homo sapiens,3
C9JQQ5,55.81,Homo sapiens,1
C9JQV0,51.510000000000005,Homo sapiens,2
C9JQV3,51.64,Homo sapiens,18
C9JR56,51.81,Homo sapiens,6
C9JRV0,59.1,Homo sapiens,1
C9JRY4,51.83818181818182,Homo sapiens,11
C9JRZ6,52.596666666666664,Homo sapiens,6
C9JRZ8,53.2625,Homo sapiens,4
C9JS03,48.7,Homo sapiens,2
C9JS27,50.23,Homo sapiens,4
C9JS59,47.48,Homo sapiens,1
C9JSG1,52.84142857142857,Homo sapiens,7
C9JSR1,52.85,Homo sapiens,1
C9JSZ2,63.6575,Homo sapiens,4
C9JT28,56.29,Homo sapiens,1
C9JT44,55.39,Homo sapiens,1
C9JT95,46.84,Homo sapiens,2
C9JTA6,52.87,Homo sapiens,1
C9JTB0,52.86,Homo sapiens,2
C9JTC0,49.555,Homo sapiens,2
C9JTK6,48.43,Homo sapiens,1
C9JTM9,53.28,Homo sapiens,1
C9JTT8,53.19,Homo sapiens,1
C9JTX5,49.936,Homo sapiens,5
C9JU35,48.68,Homo sapiens,1
C9JUF0,49.9975,Homo sapiens,4
C9JUH3,52.78,Homo sapiens,2
C9JUH5,67.5,Homo sapiens,1
C9JUP7,54.763999999999996,Homo sapiens,5
C9JUU5,49.68,Homo sapiens,1
C9JV08,50.175,Homo sapiens,2
C9JV49,56.034000000000006,Homo sapiens,5
C9JV50,50.769999999999996,Homo sapiens,2
C9JV54,45.4,Homo sapiens,1
C9JVE2,51.465,Homo sapiens,2
C9JVH1,57.13,Homo sapiens,1
C9JVN9,51.97428571428571,Homo sapiens,7
C9JVP0,50.465,Homo sapiens,8
C9JVR1,55.510000000000005,Homo sapiens,2
C9JVU9,53.45,Homo sapiens,1
C9JVW0,54.63,Homo sapiens,2
C9JW56,46.58,Homo sapiens,1
C9JW69,44.96333333333333,Homo sapiens,6
C9JWC5,50.16,Homo sapiens,2
C9JWG0,52.58,Homo sapiens,1
C9JWI7,43.35,Homo sapiens,1
C9JWJ3,53.72,Homo sapiens,1
C9JWL4,50.416666666666664,Homo sapiens,3
C9JWU7,50.41,Homo sapiens,1
C9JWU9,54.6,Homo sapiens,2
C9JX92,50.76,Homo sapiens,3
C9JXA2,50.93,Homo sapiens,2
C9JXA7,55.27,Homo sapiens,1
C9JXB8,54.05375,Homo sapiens,16
C9JXB9,56.81,Homo sapiens,2
C9JXG8,49.31,Homo sapiens,1
C9JXI1,51.84,Homo sapiens,1
C9JXK0,51.44,Homo sapiens,1
C9JXK9,59.045,Homo sapiens,4
C9JXP4,48.41,Homo sapiens,1
C9JY06,49.97714285714285,Homo sapiens,7
C9JY28,50.09,Homo sapiens,1
C9JYA1,48.91,Homo sapiens,1
C9JYD0,45.29,Homo sapiens,2
C9JYE9,43.89,Homo sapiens,1
C9JYJ0,53.155,Homo sapiens,2
C9JYJ6,54.81,Homo sapiens,1
C9JYK5,57.93,Homo sapiens,4
C9JYM0,56.92928571428571,Homo sapiens,14
C9JYN0,58.035,Homo sapiens,2
C9JYP6,51.44,Homo sapiens,1
C9JYQ9,52.629999999999995,Homo sapiens,6
C9JYY6,59.75142857142857,Homo sapiens,7
C9JYY9,54.585,Homo sapiens,2
C9JYZ0,62.39,Homo sapiens,2
C9JZ40,48.66,Homo sapiens,2
C9JZB0,51.24,Homo sapiens,8
C9JZE9,40.89,Homo sapiens,1
C9JZG2,50.870000000000005,Homo sapiens,3
C9JZG9,51.82,Homo sapiens,1
C9JZI1,53.0925,Homo sapiens,4
C9JZI7,54.48,Homo sapiens,1
C9JZL5,49.53,Homo sapiens,1
C9JZP6,55.5,Homo sapiens,10
C9JZR2,50.49,Homo sapiens,1
C9JZR4,53.29333333333333,Homo sapiens,9
C9JZR7,53.28,Homo sapiens,2
C9JZY3,47.76857142857143,Homo sapiens,7
C9JZY6,54.398,Homo sapiens,15
C9K044,52.195,Homo sapiens,2
C9K049,43.44,Homo sapiens,1
C9K0I0,47.97,Homo sapiens,1
C9K0J5,54.66285714285714,Homo sapiens,7
C9K0K2,50.22,Homo sapiens,1
C9K0X5,48.41625,Homo sapiens,8
C9ORF1,49.356125,Homo sapiens,80
C9ORF2,51.67,Homo sapiens,22
C9ORF4,50.46931818181818,Homo sapiens,44
C9ORF5,52.333125,Homo sapiens,16
C9ORF6,48.262499999999996,Homo sapiens,48
C9ORF7,50.826764705882354,Homo sapiens,34
C9ORF8,49.99645161290323,Homo sapiens,62
C9ORF9,50.45428571428572,Homo sapiens,7
C9QNV8,46.83,Danio rerio,1
D0FY33,50.1125,Homo sapiens,4
D0IMZ5,43.24,Caenorhabditis elegans,1
D0PV95,35.68,Caenorhabditis elegans,1
D0QMC3,52.375,Mus musculus,2
D0UFD3,59.7,Homo sapiens,1
D0Z5N4,38.29,Caenorhabditis elegans,1
D1GJ54,53.8,Danio rerio,1
D1MN85,37.22,Caenorhabditis elegans,1
D2KHZ9,48.129999999999995,Mus musculus,2
D3DEL8,43.83,Caenorhabditis elegans,1
D3DPN2,58.980000000000004,Homo sapiens,2
D3DQV9,46.662,Homo sapiens,10
D3DQZ6,52.29,Homo sapiens,1
D3DR31,49.73166666666666,Homo sapiens,6
D3DTZ5,50.552499999999995,Homo sapiens,4
D3DUE4,48.775000000000006,Homo sapiens,2
D3DWC4,55.2175,Homo sapiens,4
D3DWF9,47.848,Homo sapiens,5
D3DWK9,50.79,Homo sapiens,1
D3K174,53.525,Homo sapiens,4
D3KYK7,54.73,Danio rerio,1
D3KYK9,54.67,Danio rerio,1
D3NQB3,49.87,Caenorhabditis elegans,1
D3NQB4,37.08,Caenorhabditis elegans,1
D3YHP0,56.155,Homo sapiens,2
D3YT36,43.27,Caenorhabditis elegans,1
D3YT50,37.93,Caenorhabditis elegans,1
D3YT56,41.67,Caenorhabditis elegans,1
D3YTA4,59.05,Homo sapiens,1
D3YTB1,53.241875,Homo sapiens,16
D3YTB5,46.15,Homo sapiens,6
D3YTE0,54.57,Homo sapiens,1
D3YTE1,46.16,Homo sapiens,2
D3YTG6,53.26,Homo sapiens,12
D3YTI9,51.10333333333333,Homo sapiens,9
D3YTQ9,49.585,Mus musculus,2
D3YTR5,51.11,Mus musculus,1
D3YTT9,50.41,Mus musculus,1
D3YTU2,49.715,Mus musculus,2
D3YTV3,49.56,Mus musculus,1
D3YU12,44.29,Mus musculus,2
D3YU17,51.31,Mus musculus,2
D3YUB9,57.27,Mus musculus,1
D3YUE7,47.905,Mus musculus,2
D3YUL0,52.8,Mus musculus,1
D3YUM1,52.135000000000005,Mus musculus,2
D3YUP1,52.51,Mus musculus,2
D3YUP8,53.32,Mus musculus,1
D3YUS5,45.815,Mus musculus,2
D3YUV1,47.864999999999995,Mus musculus,2
D3YUW8,45.655,Mus musculus,2
D3YUY3,47.269999999999996,Mus musculus,2
D3YV69,46.84,Mus musculus,2
D3YV77,50.55,Mus musculus,1
D3YVA8,47.605000000000004,Mus musculus,2
D3YVM8,51.86,Mus musculus,2
D3YVU1,43.67,Mus musculus,1
D3YVV1,49.805,Mus musculus,2
D3YVW2,50.18000000000001,Mus musculus,2
D3YVY9,48.26,Mus musculus,2
D3YVZ9,44.27,Mus musculus,1
D3YW20,47.515,Mus musculus,2
D3YW87,50.33,Mus musculus,2
D3YWD3,50.760000000000005,Mus musculus,2
D3YWF6,49.885000000000005,Mus musculus,2
D3YWG7,46.22,Mus musculus,2
D3YWH4,48.72,Mus musculus,2
D3YWK1,48.995000000000005,Mus musculus,2
D3YWR2,48.769999999999996,Mus musculus,2
D3YWS2,48.735,Mus musculus,2
D3YWS8,48.489999999999995,Mus musculus,2
D3YWT0,49.425,Mus musculus,2
D3YWT1,47.79,Mus musculus,2
D3YWX2,49.265,Mus musculus,2
D3YWY5,44.24,Mus musculus,1
D3YX27,48.555,Mus musculus,2
D3YX49,46.53,Mus musculus,2
D3YX52,52.01,Mus musculus,2
D3YXD1,41.83,Mus musculus,1
D3YXK1,47.555,Mus musculus,2
D3YXL1,44.65,Mus musculus,1
D3YXP6,45.255,Mus musculus,2
D3YXQ7,50.2,Mus musculus,1
D3YXZ3,46.325,Mus musculus,2
D3YXZ5,48.24,Mus musculus,2
D3YYD2,49.66,Mus musculus,2
D3YYG8,48.82,Mus musculus,2
D3YYK8,44.425,Mus musculus,2
D3YYT1,50.545,Mus musculus,2
D3YYW8,49.644999999999996,Mus musculus,2
D3YZ09,58.28,Mus musculus,1
D3YZ54,53.32,Mus musculus,2
D3YZ57,46.489999999999995,Mus musculus,2
D3YZ62,48.18,Mus musculus,2
D3YZ64,48.425,Mus musculus,2
D3YZ89,50.56,Mus musculus,1
D3YZ98,49.845,Mus musculus,2
D3YZC7,55.14,Mus musculus,1
D3YZC9,54.35,Mus musculus,2
D3YZG5,52.96,Mus musculus,1
D3YZG8,54.075,Mus musculus,2
D3YZN4,47.42,Mus musculus,2
D3YZP9,53.535,Mus musculus,2
D3YZU6,51.629999999999995,Mus musculus,2
D3YZW1,55.845,Mus musculus,2
D3YZZ5,50.769999999999996,Mus musculus,2
D3Z007,47.025000000000006,Mus musculus,2
D3Z041,44.94,Mus musculus,2
D3Z061,45.754999999999995,Mus musculus,2
D3Z093,45.400000000000006,Mus musculus,2
D3Z094,47.815,Mus musculus,2
D3Z0B9,53.305,Mus musculus,2
D3Z0F5,52.55,Mus musculus,2
D3Z0I5,48.22,Mus musculus,1
D3Z0K6,51.31,Mus musculus,2
D3Z0M9,53.985,Mus musculus,2
D3Z0Q4,54.0,Mus musculus,2
D3Z0R8,47.989999999999995,Mus musculus,2
D3Z0T0,48.39,Mus musculus,2
D3Z0U4,52.485,Mus musculus,2
D3Z0Y1,46.05,Mus musculus,2
